show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s745,TV Show,The Last Code,Martin Scorsese,Robert Downey Jr.; Vijay Deverakonda; Chris Hemsworth,South Korea,"September 10, 2020",1994,TV-PG,6 Seasons,"Romantic Movies, Documentaries, Sci-Fi & Fantasy","A Romantic Movies story set in South Korea, following Robert Downey Jr. on an unexpected journey."
s746,Movie,Dreams of Time,Rajkumar Hirani,N. T. Rama Rao Jr.; Emma Stone; Dhanush; Ryan Gosling,United States,"March 13, 2021",2010,TV-MA,129 min,"Romantic Movies, Anime","A Romantic Movies story set in United States, following Emma Stone on an unexpected journey."
s747,TV Show,Journey to Kings,S. S. Rajamouli,Ryan Gosling; Leonardo DiCaprio; Alia Bhatt; Dhanush,France,"August 26, 2015",1995,TV-14,2 Seasons,"Kids' TV, Sci-Fi & Fantasy","A Kids' TV story set in France, following Ryan Gosling on an unexpected journey."
s748,Movie,Rise of Love,Christopher Nolan,Robert Downey Jr.; Prabhas,South Korea,"January 09, 2017",1998,TV-MA,120 min,"Horror Movies, Documentaries","When everything goes wrong, Prabhas must fight to set things right in this Horror Movies."
s749,Movie,Dreams of Storm,James Cameron,Prabhas; Ranbir Kapoor,Japan,"April 23, 2017",2011,TV-PG,174 min,"Horror Movies, Crime TV Shows","A heartfelt Horror Movies exploring family, friendship, and dreams in Japan."
s750,TV Show,Legend of Empire,James Cameron,Deepika Padukone; Leonardo DiCaprio,Mexico,"January 26, 2021",2012,TV-MA,1 Seasons,"Horror Movies, Thrillers, Crime TV Shows","Deepika Padukone stars in this gripping Horror Movies about choices, fate, and second chances."
s751,Movie,Escape from Universe,Greta Gerwig,Scarlett Johansson; Robert Downey Jr.; Leonardo DiCaprio; Ryan Gosling,United Kingdom,"May 27, 2015",1995,TV-PG,136 min,"Thrillers, Comedies, Dramas","In United Kingdom, a group of strangers cross paths in this emotional Thrillers."
s752,TV Show,Chronicles of Revenge,Patty Jenkins,Tom Cruise; Ram Charan; Robert Downey Jr.,United States,"February 17, 2018",2004,R,1 Seasons,"Romantic Movies, Crime TV Shows, Dramas","Ram Charan stars in this gripping Romantic Movies about choices, fate, and second chances."
s753,TV Show,Shadows of Kings,Rajkumar Hirani,Tom Cruise; Chris Hemsworth,Japan,"July 23, 2023",2002,TV-MA,6 Seasons,"Documentaries, Dramas","When everything goes wrong, Chris Hemsworth must fight to set things right in this Documentaries."
s754,Movie,Escape from Kings,S. S. Rajamouli,N. T. Rama Rao Jr.; Ryan Gosling; Emma Stone; Ranbir Kapoor,Japan,"March 13, 2020",2007,PG,172 min,"Kids' TV, Action & Adventure, Romantic Movies","Ryan Gosling stars in this gripping Kids' TV about choices, fate, and second chances."
s755,Movie,City of Storm,Greta Gerwig,Deepika Padukone; Robert Downey Jr.; Alia Bhatt; N. T. Rama Rao Jr.,Japan,"April 26, 2018",2001,PG,130 min,"Dramas, Romantic Movies, Horror Movies","A Dramas story set in Japan, following Deepika Padukone on an unexpected journey."
s756,TV Show,Escape from Warrior,Patty Jenkins,Emma Stone; Ram Charan; Ranbir Kapoor; Prabhas,South Korea,"March 10, 2020",1981,R,1 Seasons,"Anime, Horror Movies","When everything goes wrong, Ram Charan must fight to set things right in this Anime."
s757,Movie,Secret of Memories,Patty Jenkins,Deepika Padukone; Dhanush,Australia,"March 08, 2021",2000,TV-MA,136 min,"Action & Adventure, Horror Movies, Mystery","Deepika Padukone stars in this gripping Action & Adventure about choices, fate, and second chances."
s758,Movie,Dreams of Revenge,Martin Scorsese,Robert Downey Jr.; Alia Bhatt; Vijay Deverakonda; Emma Stone,United States,"January 24, 2017",2012,TV-G,136 min,"Kids' TV, Dramas, Crime TV Shows","In United States, a group of strangers cross paths in this emotional Kids' TV."
s759,TV Show,Return of Revenge,Christopher Nolan,Ryan Gosling; Deepika Padukone; Vijay Deverakonda; Chris Hemsworth,Australia,"August 19, 2017",2002,TV-MA,2 Seasons,"Crime TV Shows, Comedies, Kids' TV","In Australia, a group of strangers cross paths in this emotional Crime TV Shows."
s760,TV Show,Escape from Storm,James Cameron,Prabhas; Emma Stone; Scarlett Johansson,Spain,"August 09, 2016",1981,PG-13,6 Seasons,"Horror Movies, Mystery, Romantic Movies","A Horror Movies story set in Spain, following Scarlett Johansson on an unexpected journey."
s761,Movie,Echoes of Love,Karan Johar,Tom Cruise; Dhanush,United Kingdom,"August 18, 2021",1981,TV-MA,157 min,"Sci-Fi & Fantasy, Kids' TV, Mystery","Dhanush stars in this gripping Sci-Fi & Fantasy about choices, fate, and second chances."
s762,TV Show,Echoes of Destiny,Patty Jenkins,Ranbir Kapoor; Scarlett Johansson,Brazil,"November 18, 2015",1984,TV-14,7 Seasons,"Crime TV Shows, Kids' TV","A heartfelt Crime TV Shows exploring family, friendship, and dreams in Brazil."
s763,TV Show,Dreams of Revenge,Karan Johar,Scarlett Johansson; Ram Charan; Tom Cruise,Spain,"September 26, 2017",2001,TV-14,6 Seasons,"Sci-Fi & Fantasy, Romantic Movies, Comedies","When everything goes wrong, Ram Charan must fight to set things right in this Sci-Fi & Fantasy."
s764,TV Show,Secret of Universe,S. S. Rajamouli,Prabhas; Dhanush; Leonardo DiCaprio,Brazil,"June 06, 2020",2018,TV-14,8 Seasons,"Romantic Movies, Thrillers","A heartfelt Romantic Movies exploring family, friendship, and dreams in Brazil."
s765,Movie,Mystery of Memories,Anubhav Sinha,Ranbir Kapoor; Tom Cruise; Vijay Deverakonda; N. T. Rama Rao Jr.,Spain,"October 31, 2018",2000,TV-MA,90 min,"Romantic Movies, Kids' TV, Action & Adventure","Tom Cruise stars in this gripping Romantic Movies about choices, fate, and second chances."
s766,TV Show,Secret of Destiny,Christopher Nolan,Alia Bhatt; Scarlett Johansson,Spain,"August 02, 2023",2015,TV-PG,8 Seasons,"Mystery, Action & Adventure","A Mystery story set in Spain, following Scarlett Johansson on an unexpected journey."
s767,Movie,Return of Silence,S. S. Rajamouli,N. T. Rama Rao Jr.; Dhanush,France,"December 22, 2018",1988,R,169 min,"Crime TV Shows, Documentaries","A heartfelt Crime TV Shows exploring family, friendship, and dreams in France."
s768,Movie,Dreams of Kota,Spike Lee,Prabhas; Ryan Gosling,Germany,"January 13, 2020",2006,TV-PG,137 min,"Mystery, Documentaries, Anime","A heartfelt Mystery exploring family, friendship, and dreams in Germany."
s769,Movie,Legend of Memories,Martin Scorsese,Ryan Gosling; Emma Stone,Brazil,"February 01, 2020",2004,PG-13,136 min,"Action & Adventure, Comedies, Documentaries","A Action & Adventure story set in Brazil, following Emma Stone on an unexpected journey."
s770,TV Show,Shadows of Empire,Greta Gerwig,N. T. Rama Rao Jr.; Leonardo DiCaprio; Vijay Deverakonda,United Kingdom,"August 09, 2016",1982,TV-G,4 Seasons,"Romantic Movies, Thrillers, Mystery","In United Kingdom, a group of strangers cross paths in this emotional Romantic Movies."
s771,Movie,City of Storm,S. S. Rajamouli,Deepika Padukone; Shah Rukh Khan; Dhanush,Canada,"December 05, 2024",1990,PG-13,113 min,"Kids' TV, Sci-Fi & Fantasy","A Kids' TV story set in Canada, following Deepika Padukone on an unexpected journey."
s772,Movie,Mystery of Time,Rajkumar Hirani,Leonardo DiCaprio; Chris Hemsworth; Tom Cruise; Dhanush,Japan,"January 12, 2021",1992,TV-MA,142 min,"Dramas, Documentaries, Horror Movies","A heartfelt Dramas exploring family, friendship, and dreams in Japan."
s773,Movie,Dreams of Warrior,Zoya Akhtar,Alia Bhatt; Ryan Gosling; Dhanush,India,"December 26, 2019",2007,R,113 min,"Comedies, Horror Movies","In India, a group of strangers cross paths in this emotional Comedies."
s774,Movie,Voices in Code,Spike Lee,Prabhas; Leonardo DiCaprio,United Kingdom,"September 07, 2020",2001,PG-13,138 min,"Thrillers, Horror Movies","When everything goes wrong, Prabhas must fight to set things right in this Thrillers."
s775,Movie,Rise of Love,Spike Lee,Emma Stone; Alia Bhatt; Ram Charan; Deepika Padukone,Brazil,"May 23, 2024",2020,TV-MA,161 min,"Thrillers, Sci-Fi & Fantasy","Deepika Padukone stars in this gripping Thrillers about choices, fate, and second chances."
s776,Movie,Secret of Kings,Greta Gerwig,Ranbir Kapoor; Shah Rukh Khan; Ram Charan,United Kingdom,"March 24, 2023",2011,PG-13,96 min,"Sci-Fi & Fantasy, Kids' TV","Ram Charan stars in this gripping Sci-Fi & Fantasy about choices, fate, and second chances."
s777,Movie,City of Love,Anubhav Sinha,Vijay Deverakonda; Deepika Padukone,Australia,"May 04, 2017",1991,TV-MA,133 min,"Mystery, Kids' TV, Romantic Movies","In Australia, a group of strangers cross paths in this emotional Mystery."
s778,TV Show,Legend of Empire,Rajkumar Hirani,Leonardo DiCaprio; Dhanush; Ranbir Kapoor; Alia Bhatt,Spain,"June 29, 2022",2011,R,7 Seasons,"Kids' TV, Crime TV Shows, Anime","A Kids' TV story set in Spain, following Dhanush on an unexpected journey."
s779,TV Show,Dreams of Time,Anubhav Sinha,Emma Stone; Alia Bhatt; Vijay Deverakonda,France,"April 19, 2016",1991,R,6 Seasons,"Thrillers, Horror Movies","Vijay Deverakonda stars in this gripping Thrillers about choices, fate, and second chances."
s780,TV Show,Journey to Time,Zoya Akhtar,Ram Charan; Emma Stone; Alia Bhatt; Chris Hemsworth,Spain,"January 02, 2018",2012,TV-14,7 Seasons,"Dramas, Horror Movies, Romantic Movies","When everything goes wrong, Chris Hemsworth must fight to set things right in this Dramas."
s781,TV Show,Mystery of Code,Greta Gerwig,Deepika Padukone; Shah Rukh Khan,Mexico,"June 15, 2017",2001,TV-PG,1 Seasons,"Documentaries, Anime, Sci-Fi & Fantasy","A heartfelt Documentaries exploring family, friendship, and dreams in Mexico."
s782,Movie,Voices in Silence,James Cameron,Emma Stone; Prabhas,Australia,"January 19, 2021",1981,TV-PG,82 min,"Romantic Movies, Horror Movies","A Romantic Movies story set in Australia, following Emma Stone on an unexpected journey."
s783,Movie,Battle for Kings,Karan Johar,Scarlett Johansson; Prabhas; Ram Charan; Deepika Padukone,France,"August 22, 2024",1994,PG-13,100 min,"Horror Movies, Anime, Sci-Fi & Fantasy","A Horror Movies story set in France, following Prabhas on an unexpected journey."
s784,Movie,Echoes of Kings,Christopher Nolan,Alia Bhatt; Deepika Padukone; Scarlett Johansson; N. T. Rama Rao Jr.,South Korea,"June 23, 2015",1990,PG-13,118 min,"Dramas, Mystery","A Dramas story set in South Korea, following Deepika Padukone on an unexpected journey."
s785,TV Show,Dreams of Kings,Spike Lee,N. T. Rama Rao Jr.; Emma Stone,France,"June 21, 2016",1997,TV-G,2 Seasons,"Comedies, Kids' TV","A Comedies story set in France, following Emma Stone on an unexpected journey."
s786,Movie,Legend of Memories,Spike Lee,Ranbir Kapoor; Robert Downey Jr.; Ryan Gosling; Tom Cruise,France,"March 06, 2017",1999,TV-G,121 min,"Romantic Movies, Documentaries","A Romantic Movies story set in France, following Robert Downey Jr. on an unexpected journey."
s787,TV Show,Chronicles of Time,James Cameron,Vijay Deverakonda; Scarlett Johansson; Ranbir Kapoor; Dhanush,India,"June 29, 2017",2006,PG,5 Seasons,"Anime, Kids' TV, Mystery","When everything goes wrong, Vijay Deverakonda must fight to set things right in this Anime."
s788,TV Show,Legend of Silence,Karan Johar,Alia Bhatt; Shah Rukh Khan; Vijay Deverakonda; Tom Cruise,United States,"June 16, 2019",1994,R,6 Seasons,"Anime, Mystery","A Anime story set in United States, following Shah Rukh Khan on an unexpected journey."
s789,Movie,Echoes of Revenge,Rajkumar Hirani,Scarlett Johansson; Ram Charan,South Korea,"August 27, 2021",1995,TV-MA,98 min,"Romantic Movies, Kids' TV, Thrillers","When everything goes wrong, Scarlett Johansson must fight to set things right in this Romantic Movies."
s790,TV Show,Echoes of Memories,Anubhav Sinha,Emma Stone; Ram Charan; Prabhas,United States,"August 09, 2018",2016,PG,7 Seasons,"Dramas, Documentaries, Kids' TV","When everything goes wrong, Prabhas must fight to set things right in this Dramas."
s791,TV Show,Rise of Queens,James Cameron,Emma Stone; Shah Rukh Khan,Mexico,"June 01, 2020",2012,PG,2 Seasons,"Comedies, Action & Adventure, Anime","Emma Stone stars in this gripping Comedies about choices, fate, and second chances."
s792,Movie,Journey to Time,Martin Scorsese,Dhanush; Ram Charan,India,"June 09, 2015",2007,R,101 min,"Thrillers, Action & Adventure, Crime TV Shows","In India, a group of strangers cross paths in this emotional Thrillers."
s793,Movie,Battle for Warrior,Anubhav Sinha,Deepika Padukone; Vijay Deverakonda; Leonardo DiCaprio,Australia,"December 22, 2024",2003,PG,163 min,"Action & Adventure, Horror Movies","A heartfelt Action & Adventure exploring family, friendship, and dreams in Australia."
s794,TV Show,Rise of Memories,Rajkumar Hirani,Deepika Padukone; Shah Rukh Khan; Dhanush; Alia Bhatt,Germany,"May 17, 2023",1988,TV-14,8 Seasons,"Dramas, Anime, Sci-Fi & Fantasy","A Dramas story set in Germany, following Deepika Padukone on an unexpected journey."
s795,TV Show,Return of Silence,Spike Lee,Scarlett Johansson; Ryan Gosling,India,"January 11, 2021",2009,PG-13,2 Seasons,"Dramas, Thrillers, Sci-Fi & Fantasy","In India, a group of strangers cross paths in this emotional Dramas."
s796,Movie,City of Warrior,David Fincher,Tom Cruise; Ram Charan; Dhanush,France,"July 21, 2021",1999,PG-13,159 min,"Romantic Movies, Kids' TV, Mystery","A Romantic Movies story set in France, following Tom Cruise on an unexpected journey."
s797,Movie,Echoes of Universe,S. S. Rajamouli,Scarlett Johansson; Ranbir Kapoor; Prabhas; Dhanush,Australia,"February 24, 2016",1988,TV-G,146 min,"Kids' TV, Horror Movies, Thrillers","A heartfelt Kids' TV exploring family, friendship, and dreams in Australia."
s798,TV Show,Secret of Destiny,David Fincher,Chris Hemsworth; N. T. Rama Rao Jr.,Canada,"June 05, 2017",1985,TV-G,3 Seasons,"Action & Adventure, Crime TV Shows","A Action & Adventure story set in Canada, following N. T. Rama Rao Jr. on an unexpected journey."
s799,Movie,Dreams of Memories,Martin Scorsese,Dhanush; Scarlett Johansson; Emma Stone; Shah Rukh Khan,Germany,"May 24, 2018",2012,TV-G,95 min,"Sci-Fi & Fantasy, Anime, Mystery","In Germany, a group of strangers cross paths in this emotional Sci-Fi & Fantasy."
s800,TV Show,City of Empire,Rajkumar Hirani,Scarlett Johansson; Prabhas,Brazil,"May 07, 2024",1997,TV-PG,3 Seasons,"Romantic Movies, Crime TV Shows, Documentaries","In Brazil, a group of strangers cross paths in this emotional Romantic Movies."
s801,Movie,Shadows of Kota,Christopher Nolan,Dhanush; N. T. Rama Rao Jr.; Emma Stone,Germany,"March 03, 2023",2007,TV-14,158 min,"Crime TV Shows, Romantic Movies","A Crime TV Shows story set in Germany, following Emma Stone on an unexpected journey."
s802,Movie,Legend of Destiny,Zoya Akhtar,Scarlett Johansson; Chris Hemsworth; Tom Cruise,Spain,"September 07, 2018",1986,PG-13,112 min,"Crime TV Shows, Thrillers","In Spain, a group of strangers cross paths in this emotional Crime TV Shows."
s803,TV Show,Escape from Kings,Anubhav Sinha,Deepika Padukone; Ranbir Kapoor,Brazil,"August 23, 2015",1981,TV-G,8 Seasons,"Kids' TV, Anime, Action & Adventure","A Kids' TV story set in Brazil, following Deepika Padukone on an unexpected journey."
s804,TV Show,Shadows of Empire,Christopher Nolan,Ranbir Kapoor; Ryan Gosling; Dhanush; Prabhas,United Kingdom,"December 06, 2015",2006,TV-G,2 Seasons,"Dramas, Mystery, Comedies","Dhanush stars in this gripping Dramas about choices, fate, and second chances."
s805,Movie,Return of Revenge,Karan Johar,Emma Stone; Dhanush; Ryan Gosling; Prabhas,Australia,"February 05, 2023",2003,PG,81 min,"Thrillers, Romantic Movies, Dramas","In Australia, a group of strangers cross paths in this emotional Thrillers."
s806,Movie,Legend of Chaos,Martin Scorsese,Robert Downey Jr.; Ranbir Kapoor; Tom Cruise,Canada,"September 21, 2022",2012,R,102 min,"Thrillers, Documentaries","A Thrillers story set in Canada, following Ranbir Kapoor on an unexpected journey."
s807,TV Show,Echoes of Kota,Zoya Akhtar,Prabhas; Tom Cruise; Shah Rukh Khan; Robert Downey Jr.,India,"January 06, 2016",1991,TV-PG,2 Seasons,"Action & Adventure, Thrillers, Dramas","Prabhas stars in this gripping Action & Adventure about choices, fate, and second chances."
s808,TV Show,Dreams of Storm,Zoya Akhtar,Shah Rukh Khan; Ranbir Kapoor,Brazil,"March 15, 2022",1992,TV-PG,3 Seasons,"Documentaries, Anime","In Brazil, a group of strangers cross paths in this emotional Documentaries."
s809,Movie,Escape from Silence,Patty Jenkins,Ram Charan; Alia Bhatt; Vijay Deverakonda,Canada,"January 22, 2018",1992,TV-14,117 min,"Documentaries, Horror Movies, Comedies","In Canada, a group of strangers cross paths in this emotional Documentaries."
s810,TV Show,Chronicles of Silence,James Cameron,Dhanush; Ram Charan; Emma Stone; Vijay Deverakonda,United Kingdom,"May 31, 2015",2004,TV-14,4 Seasons,"Mystery, Horror Movies, Documentaries","A Mystery story set in United Kingdom, following Emma Stone on an unexpected journey."
s811,Movie,Mystery of Silence,Greta Gerwig,Dhanush; Ranbir Kapoor,United States,"April 17, 2016",2013,TV-PG,160 min,"Action & Adventure, Sci-Fi & Fantasy, Crime TV Shows","A heartfelt Action & Adventure exploring family, friendship, and dreams in United States."
s812,TV Show,Rise of Code,James Cameron,Robert Downey Jr.; Leonardo DiCaprio; Ryan Gosling; Vijay Deverakonda,Brazil,"January 09, 2019",1980,TV-14,7 Seasons,"Anime, Horror Movies, Comedies","In Brazil, a group of strangers cross paths in this emotional Anime."
s813,Movie,Legend of Kings,Zoya Akhtar,Leonardo DiCaprio; N. T. Rama Rao Jr.; Chris Hemsworth; Shah Rukh Khan,Australia,"February 13, 2020",2017,PG,168 min,"Romantic Movies, Crime TV Shows, Sci-Fi & Fantasy","A heartfelt Romantic Movies exploring family, friendship, and dreams in Australia."
s814,TV Show,Rise of Chaos,Zoya Akhtar,N. T. Rama Rao Jr.; Ranbir Kapoor; Chris Hemsworth; Alia Bhatt,Japan,"March 17, 2016",2006,R,5 Seasons,"Kids' TV, Thrillers, Dramas","In Japan, a group of strangers cross paths in this emotional Kids' TV."
s815,Movie,Rise of Memories,Patty Jenkins,Ranbir Kapoor; Emma Stone,Germany,"November 04, 2023",1983,TV-MA,119 min,"Action & Adventure, Crime TV Shows, Anime","Ranbir Kapoor stars in this gripping Action & Adventure about choices, fate, and second chances."
s816,Movie,City of Chaos,Martin Scorsese,Tom Cruise; Robert Downey Jr.; Prabhas,Canada,"August 14, 2024",1993,R,91 min,"Mystery, Action & Adventure","A Mystery story set in Canada, following Robert Downey Jr. on an unexpected journey."
s817,TV Show,Journey to Kota,Martin Scorsese,Alia Bhatt; Shah Rukh Khan; Deepika Padukone,Brazil,"June 03, 2019",1993,R,7 Seasons,"Anime, Comedies","Shah Rukh Khan stars in this gripping Anime about choices, fate, and second chances."
s818,TV Show,Shadows of Silence,Karan Johar,Ram Charan; Tom Cruise; Scarlett Johansson,Japan,"October 21, 2015",2002,R,1 Seasons,"Sci-Fi & Fantasy, Documentaries","A heartfelt Sci-Fi & Fantasy exploring family, friendship, and dreams in Japan."
s819,Movie,Shadows of Time,Patty Jenkins,N. T. Rama Rao Jr.; Dhanush; Robert Downey Jr.; Emma Stone,Canada,"July 19, 2016",2011,TV-14,85 min,"Sci-Fi & Fantasy, Anime, Comedies","When everything goes wrong, Dhanush must fight to set things right in this Sci-Fi & Fantasy."
s820,Movie,Secret of Empire,Greta Gerwig,N. T. Rama Rao Jr.; Emma Stone; Ram Charan,South Korea,"May 23, 2015",1996,R,102 min,"Action & Adventure, Mystery, Kids' TV","A Action & Adventure story set in South Korea, following Emma Stone on an unexpected journey."
s821,TV Show,City of Warrior,James Cameron,Alia Bhatt; Emma Stone; Ram Charan; Scarlett Johansson,United States,"October 20, 2016",2000,TV-14,7 Seasons,"Thrillers, Dramas, Anime","When everything goes wrong, Scarlett Johansson must fight to set things right in this Thrillers."
s822,Movie,Return of Queens,Greta Gerwig,Deepika Padukone; Ryan Gosling; Emma Stone,India,"October 08, 2021",2008,PG,127 min,"Anime, Kids' TV, Horror Movies","When everything goes wrong, Deepika Padukone must fight to set things right in this Anime."
s823,TV Show,Escape from Storm,James Cameron,Ranbir Kapoor; Chris Hemsworth,Germany,"December 08, 2022",2017,PG-13,4 Seasons,"Crime TV Shows, Romantic Movies, Dramas","A Crime TV Shows story set in Germany, following Ranbir Kapoor on an unexpected journey."
s824,TV Show,Legend of Kota,Zoya Akhtar,Robert Downey Jr.; Dhanush; Tom Cruise,Brazil,"February 21, 2019",1996,R,6 Seasons,"Thrillers, Dramas, Crime TV Shows","In Brazil, a group of strangers cross paths in this emotional Thrillers."
s825,TV Show,Return of Chaos,Christopher Nolan,Emma Stone; Ranbir Kapoor; Vijay Deverakonda,United States,"September 06, 2021",1987,PG-13,1 Seasons,"Crime TV Shows, Sci-Fi & Fantasy, Action & Adventure","Emma Stone stars in this gripping Crime TV Shows about choices, fate, and second chances."
s826,Movie,Shadows of Silence,James Cameron,Ram Charan; Dhanush; Ranbir Kapoor,Germany,"February 20, 2020",2019,TV-14,173 min,"Crime TV Shows, Dramas, Comedies","Ram Charan stars in this gripping Crime TV Shows about choices, fate, and second chances."
s827,Movie,Secret of Code,Anubhav Sinha,Prabhas; Leonardo DiCaprio; Emma Stone; Ryan Gosling,Spain,"September 27, 2019",2005,TV-MA,103 min,"Mystery, Thrillers, Comedies","A Mystery story set in Spain, following Ryan Gosling on an unexpected journey."
s828,Movie,Legend of Kings,Patty Jenkins,Tom Cruise; Vijay Deverakonda; Deepika Padukone,Japan,"July 30, 2024",1995,TV-PG,86 min,"Horror Movies, Sci-Fi & Fantasy, Anime","Deepika Padukone stars in this gripping Horror Movies about choices, fate, and second chances."
s829,TV Show,City of Kota,Rajkumar Hirani,Robert Downey Jr.; Tom Cruise; Scarlett Johansson; Prabhas,Brazil,"March 13, 2018",1997,TV-MA,7 Seasons,"Sci-Fi & Fantasy, Anime","In Brazil, a group of strangers cross paths in this emotional Sci-Fi & Fantasy."
s830,TV Show,Mystery of Time,Patty Jenkins,Emma Stone; Robert Downey Jr.; Alia Bhatt; Ram Charan,United States,"December 14, 2022",2000,TV-14,2 Seasons,"Kids' TV, Thrillers, Anime","A heartfelt Kids' TV exploring family, friendship, and dreams in United States."
s831,TV Show,Dreams of Kota,Zoya Akhtar,Chris Hemsworth; Leonardo DiCaprio; Dhanush; Ram Charan,Germany,"March 23, 2024",2008,TV-14,8 Seasons,"Mystery, Sci-Fi & Fantasy, Crime TV Shows","In Germany, a group of strangers cross paths in this emotional Mystery."
s832,TV Show,City of Memories,Christopher Nolan,Prabhas; Emma Stone; Shah Rukh Khan; Deepika Padukone,Germany,"December 07, 2015",1993,TV-PG,6 Seasons,"Documentaries, Romantic Movies, Crime TV Shows","Prabhas stars in this gripping Documentaries about choices, fate, and second chances."
s833,Movie,Voices in Chaos,Patty Jenkins,Ram Charan; Scarlett Johansson; N. T. Rama Rao Jr.,United States,"June 05, 2023",1998,PG,175 min,"Anime, Romantic Movies","When everything goes wrong, Ram Charan must fight to set things right in this Anime."
s834,Movie,Shadows of Queens,S. S. Rajamouli,Scarlett Johansson; Alia Bhatt; Robert Downey Jr.,Australia,"March 31, 2018",1991,TV-G,100 min,"Mystery, Crime TV Shows, Romantic Movies","When everything goes wrong, Scarlett Johansson must fight to set things right in this Mystery."
s835,TV Show,Legend of Universe,Karan Johar,Alia Bhatt; Emma Stone; Dhanush,Brazil,"July 18, 2023",2020,PG-13,7 Seasons,"Sci-Fi & Fantasy, Crime TV Shows, Mystery","Emma Stone stars in this gripping Sci-Fi & Fantasy about choices, fate, and second chances."
s836,Movie,Mystery of Warrior,Anubhav Sinha,Chris Hemsworth; Deepika Padukone; Ram Charan,Germany,"July 22, 2023",2009,TV-PG,102 min,"Thrillers, Romantic Movies","When everything goes wrong, Deepika Padukone must fight to set things right in this Thrillers."
s837,TV Show,Rise of Love,David Fincher,Chris Hemsworth; Tom Cruise; Alia Bhatt; Prabhas,Australia,"December 14, 2021",2012,TV-MA,7 Seasons,"Dramas, Thrillers, Documentaries","A Dramas story set in Australia, following Prabhas on an unexpected journey."
s838,TV Show,Rise of Storm,Christopher Nolan,N. T. Rama Rao Jr.; Deepika Padukone; Dhanush; Alia Bhatt,United Kingdom,"February 19, 2020",2003,TV-PG,4 Seasons,"Action & Adventure, Documentaries, Romantic Movies","A Action & Adventure story set in United Kingdom, following N. T. Rama Rao Jr. on an unexpected journey."
s839,Movie,Secret of Silence,Patty Jenkins,Dhanush; Alia Bhatt; Emma Stone,Australia,"December 23, 2019",1995,TV-G,102 min,"Anime, Thrillers","Dhanush stars in this gripping Anime about choices, fate, and second chances."
s840,TV Show,Legend of Code,Spike Lee,Chris Hemsworth; Ryan Gosling,United States,"August 25, 2022",2006,TV-G,8 Seasons,"Romantic Movies, Anime","A heartfelt Romantic Movies exploring family, friendship, and dreams in United States."
s841,Movie,Return of Kota,Zoya Akhtar,Robert Downey Jr.; Ranbir Kapoor; N. T. Rama Rao Jr.,France,"April 15, 2024",1982,PG-13,131 min,"Mystery, Romantic Movies, Comedies","A heartfelt Mystery exploring family, friendship, and dreams in France."
s842,Movie,City of Kings,Spike Lee,Ryan Gosling; Scarlett Johansson,Brazil,"October 23, 2018",1989,TV-14,141 min,"Sci-Fi & Fantasy, Comedies, Romantic Movies","When everything goes wrong, Ryan Gosling must fight to set things right in this Sci-Fi & Fantasy."
s843,TV Show,Echoes of Kota,David Fincher,Emma Stone; Ranbir Kapoor; Ryan Gosling,South Korea,"September 16, 2018",2008,TV-PG,5 Seasons,"Kids' TV, Thrillers, Dramas","A heartfelt Kids' TV exploring family, friendship, and dreams in South Korea."
s844,TV Show,City of Storm,Christopher Nolan,Ryan Gosling; Tom Cruise,Germany,"January 02, 2023",1998,PG-13,3 Seasons,"Kids' TV, Anime, Mystery","Ryan Gosling stars in this gripping Kids' TV about choices, fate, and second chances."
s845,Movie,Shadows of Kings,Patty Jenkins,N. T. Rama Rao Jr.; Ranbir Kapoor; Emma Stone,Canada,"April 25, 2015",1993,PG,118 min,"Action & Adventure, Horror Movies","A heartfelt Action & Adventure exploring family, friendship, and dreams in Canada."
s846,TV Show,Secret of Chaos,Zoya Akhtar,Leonardo DiCaprio; Vijay Deverakonda; Emma Stone; Prabhas,Australia,"July 24, 2024",2012,PG-13,6 Seasons,"Romantic Movies, Mystery, Action & Adventure","Prabhas stars in this gripping Romantic Movies about choices, fate, and second chances."
s847,TV Show,Chronicles of Silence,Anubhav Sinha,Prabhas; Leonardo DiCaprio,Canada,"June 20, 2018",1993,TV-14,3 Seasons,"Documentaries, Mystery","When everything goes wrong, Leonardo DiCaprio must fight to set things right in this Documentaries."
s848,Movie,Battle for Chaos,Spike Lee,Shah Rukh Khan; Ryan Gosling; Alia Bhatt; Leonardo DiCaprio,Brazil,"May 15, 2015",2005,TV-PG,92 min,"Horror Movies, Documentaries","A Horror Movies story set in Brazil, following Shah Rukh Khan on an unexpected journey."
s849,TV Show,Legend of Chaos,Patty Jenkins,Shah Rukh Khan; Alia Bhatt; Ranbir Kapoor; N. T. Rama Rao Jr.,Mexico,"January 18, 2017",1995,TV-14,8 Seasons,"Action & Adventure, Thrillers","A Action & Adventure story set in Mexico, following Ranbir Kapoor on an unexpected journey."
s850,Movie,Battle for Code,Spike Lee,Ranbir Kapoor; Deepika Padukone,Spain,"September 07, 2015",1993,TV-14,111 min,"Kids' TV, Anime, Comedies","In Spain, a group of strangers cross paths in this emotional Kids' TV."
